id,N,shots,created,validation_s,compile_s,queue_s,execution_s,postproc_s,billing_window_s,init_teardown_s,credit_cost
019de9b5-8292-7b53-b2af-ad0d8c8adc6c,28,500,2026-05-02T17:21:20.036898Z,0.099556,1.231819,5.395236,6.160961,0.029255,7.39278,1.2318189999999998,6.0
019de9b5-c4be-7f82-ba8a-7655b91e4f85,28,500,2026-05-02T17:21:36.977831Z,0.096389,1.910224,3.537714,6.152133,0.036463,8.062357,1.9102240000000004,6.75
019de9b6-056c-78a1-8a91-319f7ff20c35,28,500,2026-05-02T17:21:53.534923Z,0.062079,1.188232,5.672379,6.072115,0.030521,7.260347,1.1882320000000002,6.0
019de9b6-4946-75c3-b530-6b2e2cc6b708,28,500,2026-05-02T17:22:10.903866Z,0.912612,1.204203,4.316964,6.158983,0.038585,7.363186,1.2042029999999997,6.0
019de9b6-870c-7430-aa2b-af0a93992c1a,28,500,2026-05-02T17:22:26.718477Z,0.099074,2.01534,4.285582,6.164222,0.028963,8.179562,2.015340000000001,6.75
019de9b6-c760-7022-ba87-bc1efe9f2a7a,28,500,2026-05-02T17:22:43.187478Z,0.845198,1.201586,5.282626,6.115693,0.027719,7.317279,1.2015859999999998,6.0
019de9b7-0a95-7742-b9fd-e9dd0d1ed252,28,500,2026-05-02T17:23:00.395029Z,0.100114,1.231259,4.33083,6.163954,0.029605,7.395213,1.2312589999999997,6.0
019de9b7-4b85-7863-985c-543fc8321a87,28,500,2026-05-02T17:23:17.018078Z,0.101522,1.225719,4.775941,6.158773,0.059074,7.384492,1.2257189999999998,6.0
019de9b7-8a64-7d20-975c-fbc3a0a9be84,28,500,2026-05-02T17:23:33.119171Z,0.07851,1.231155,3.517177,6.163215,0.035494,7.39437,1.2311550000000002,6.0
019de9b7-c175-75e1-9b3b-3fa771c3ffdc,28,500,2026-05-02T17:23:47.208840Z,0.098223,2.077916,4.086738,6.175861,0.039247,8.253777,2.077915999999999,6.75
019de9b8-02a9-7672-8e5f-0ca905072c4d,28,500,2026-05-02T17:24:03.901324Z,0.096778,1.242086,4.942326,6.034182,0.028126,7.276268,1.2420859999999996,6.0
